SRS21865442	Macaca_mulatta
SRS21865443	Macaca_mulatta
SRS21865444	Macaca_mulatta
SRS21865445	Macaca_mulatta
SRS21865446	Macaca_mulatta
SRS21865447	Macaca_mulatta
SRS21865448	Macaca_mulatta
SRS21865449	Macaca_mulatta
SRS21865450	Macaca_mulatta
SRS21865451	Macaca_mulatta
SRS21865452	Macaca_mulatta
SRS21865453	Macaca_mulatta
SRS21865454	Macaca_mulatta
SRS21865455	Macaca_mulatta
SRS21865456	Macaca_mulatta
SRS21865457	Macaca_mulatta
SRS21865458	Macaca_mulatta
SRS21865459	Macaca_mulatta
SRS21865460	Macaca_mulatta
SRS21865461	Macaca_mulatta
SRS21865462	Macaca_mulatta
SRS21865463	Macaca_mulatta
SRS21865464	Macaca_mulatta
SRS21865465	Macaca_mulatta
SRS21865466	Macaca_mulatta
SRS21865467	Macaca_mulatta
SRS21865468	Macaca_mulatta
SRS21865469	Macaca_mulatta
SRS21865470	Macaca_mulatta
SRS21865471	Macaca_mulatta
SRS21865472	Macaca_mulatta
SRS21865473	Macaca_mulatta
SRS21865474	Macaca_mulatta
SRS21865475	Macaca_mulatta
SRS21865476	Macaca_mulatta
SRS21865477	Macaca_mulatta
SRS21865478	Macaca_mulatta
SRS21865479	Macaca_mulatta
SRS21865480	Macaca_mulatta
SRS21865481	Macaca_mulatta
SRS21865482	Macaca_mulatta
SRS21865483	Macaca_mulatta
SRS21865484	Macaca_mulatta
SRS21865485	Macaca_mulatta
SRS21865486	Macaca_mulatta
SRS21865487	Macaca_mulatta
SRS21865488	Macaca_mulatta
SRS21865489	Macaca_mulatta
SRS21865490	Macaca_mulatta
SRS21865491	Macaca_mulatta
SRS21865492	Macaca_mulatta
SRS21865493	Macaca_mulatta
SRS21865494	Macaca_mulatta
SRS21865495	Macaca_mulatta
SRS21865496	Macaca_mulatta
SRS21865497	Macaca_mulatta
SRS21865498	Macaca_mulatta
SRS21865499	Macaca_mulatta
SRS21865500	Macaca_mulatta
SRS21865501	Macaca_mulatta
SRS21865502	Macaca_mulatta
SRS21865503	Macaca_mulatta
SRS21865504	Macaca_mulatta
SRS21865505	Macaca_mulatta
SRS21865506	Macaca_mulatta
SRS21865507	Macaca_mulatta
SRS21865508	Macaca_mulatta
SRS21865509	Macaca_mulatta
SRS21865510	Macaca_mulatta
SRS21865511	Macaca_mulatta
SRS21865512	Macaca_mulatta
SRS21865513	Macaca_mulatta
SRS21865514	Macaca_mulatta
SRS21865515	Macaca_mulatta
SRS21865516	Macaca_mulatta
SRS21865517	Macaca_mulatta
SRS21865518	Macaca_mulatta
SRS21865519	Macaca_mulatta
SRS21865520	Macaca_mulatta
SRS21865521	Macaca_mulatta
SRS21865522	Macaca_mulatta
SRS21865523	Macaca_mulatta
SRS21865524	Macaca_mulatta
SRS21865525	Macaca_mulatta
SRS21865526	Macaca_mulatta
SRS21865527	Macaca_mulatta
SRS21865528	Macaca_mulatta
SRS21865529	Macaca_mulatta
SRS21865530	Macaca_mulatta
SRS21865531	Macaca_mulatta
SRS21865532	Macaca_mulatta
SRS21865533	Macaca_mulatta
SRS21865534	Macaca_mulatta
SRS21865535	Macaca_mulatta
SRS21865536	Macaca_mulatta
SRS21865537	Macaca_mulatta
SRS21865538	Macaca_mulatta
SRS21865539	Macaca_mulatta
SRS21865540	Macaca_mulatta
SRS21865541	Macaca_mulatta
SRS21865542	Macaca_mulatta
SRS21865543	Macaca_mulatta
SRS21865544	Macaca_mulatta
SRS21865545	Macaca_mulatta
SRS21865546	Macaca_mulatta
SRS21865547	Macaca_mulatta
SRS21865548	Macaca_mulatta
SRS21865549	Macaca_mulatta
SRS21865550	Macaca_mulatta
SRS21865551	Macaca_mulatta
SRS21865552	Macaca_mulatta
SRS22065246	Macaca_mulatta
SRS22065247	Macaca_mulatta
SRS22065248	Macaca_mulatta
SRS22065249	Macaca_mulatta
SRS22065250	Macaca_mulatta
SRS22065251	Macaca_mulatta
SRS22485649	Hoolock_leuconedys
SRS23249435	Daubentonia_madagascariensis
SRS23249627	Daubentonia_madagascariensis
SRS23249984	Daubentonia_madagascariensis
SRS23250062	Daubentonia_madagascariensis
SRS23250129	Daubentonia_madagascariensis
SRS23250466	Daubentonia_madagascariensis
SRS23250478	Daubentonia_madagascariensis
SRS23250528	Daubentonia_madagascariensis
SRS23251431	Daubentonia_madagascariensis
SRS23251643	Daubentonia_madagascariensis
SRS23251784	Daubentonia_madagascariensis
SRS23251907	Daubentonia_madagascariensis
SRS23252366	Daubentonia_madagascariensis
SRS23253405	Daubentonia_madagascariensis
SRS23253698	Daubentonia_madagascariensis
SRS23254950	Daubentonia_madagascariensis
SRS23255538	Daubentonia_madagascariensis
SRS23256040	Daubentonia_madagascariensis
SRS23852439	Papio_anubis
SRS23852447	Papio_anubis
SRS23852630	Papio_anubis
SRS23852681	Papio_anubis
SRS23852771	Papio_anubis
SRS23852878	Papio_anubis
SRS23852931	Papio_anubis
SRS23853141	Papio_anubis
SRS23853377	Papio_anubis
SRS241993	Saimiri_boliviensis
SRS2436615	Macaca_tonkeana
SRS2436617	Macaca_nigra
SRS2436618	Macaca_nigra
SRS2436619	Macaca_nigrescens
SRS2436621	Macaca_nemestrina
SRS2436623	Macaca_maura
SRS2436624	Macaca_maura
SRS2436627	Macaca_maura
SRS2436629	Macaca_hecki
SRS2436630	Macaca_brunnescens
SRS2436631	Macaca_hecki
SRS2436632	Macaca_hecki
SRS2436633	Macaca_nigra
SRS2436634	Macaca_nemestrina
SRS2436635	Macaca_nemestrina
SRS2436639	Macaca_nemestrina
SRS2436640	Macaca_maura
SRS2436641	Macaca_maura
SRS2436642	Macaca_nemestrina
SRS24412019	Saimiri_boliviensis
SRS2441459	Macaca_tonkeana
SRS24540419	Brachyteles_hypoxanthus
SRS2548641	Chlorocebus_sabaeus
SRS2548642	Chlorocebus_sabaeus
SRS2548643	Chlorocebus_sabaeus
SRS2548644	Chlorocebus_sabaeus
SRS2548645	Chlorocebus_sabaeus
SRS2548646	Chlorocebus_sabaeus
SRS2548647	Chlorocebus_sabaeus
SRS2548648	Chlorocebus_sabaeus
SRS2548649	Chlorocebus_sabaeus
SRS2548650	Chlorocebus_sabaeus
SRS2548651	Chlorocebus_sabaeus
SRS2548652	Chlorocebus_sabaeus
SRS2548653	Chlorocebus_sabaeus
SRS2548654	Chlorocebus_sabaeus
SRS2548655	Chlorocebus_sabaeus
SRS2548656	Chlorocebus_sabaeus
SRS2548657	Chlorocebus_sabaeus
SRS2548658	Chlorocebus_sabaeus
SRS2548659	Chlorocebus_sabaeus
SRS2548660	Chlorocebus_sabaeus
SRS2548661	Chlorocebus_sabaeus
SRS2548662	Chlorocebus_sabaeus
SRS2548663	Chlorocebus_sabaeus
SRS2548664	Chlorocebus_sabaeus
SRS265693	Otolemur_garnettii
SRS265694	Otolemur_garnettii
SRS265695	Otolemur_garnettii
SRS265696	Otolemur_garnettii
SRS265697	Otolemur_garnettii
SRS265698	Otolemur_garnettii
SRS265699	Otolemur_garnettii
SRS265700	Otolemur_garnettii
SRS265701	Otolemur_garnettii
SRS265702	Otolemur_garnettii
SRS265703	Otolemur_garnettii
SRS265704	Otolemur_garnettii
SRS265705	Otolemur_garnettii
SRS265706	Otolemur_garnettii
SRS265707	Otolemur_garnettii
SRS265708	Otolemur_garnettii
SRS265709	Saimiri_boliviensis
SRS265852	Otolemur_garnettii
SRS265853	Otolemur_garnettii
SRS265854	Otolemur_garnettii
SRS265855	Otolemur_garnettii
SRS3024194	Mandrillus_sphinx
SRS3088910	Eulemur_rufifrons
SRS3088911	Lepilemur_mustelinus
SRS3124984	Rhinopithecus_roxellana
SRS3124985	Rhinopithecus_roxellana
SRS3124986	Rhinopithecus_roxellana
SRS3124987	Rhinopithecus_roxellana
SRS3289430	Theropithecus_gelada
SRS3597033	Prolemur_simus
SRS3597034	Prolemur_simus
SRS3597035	Eulemur_rubriventer
SRS3597036	Eulemur_rubriventer
SRS3597037	Daubentonia_madagascariensis
SRS3597038	Microcebus_murinus
SRS3597039	Daubentonia_madagascariensis
SRS3597040	Nycticebus_coucang
SRS3597041	Galago_senegalensis
SRS3597042	Nycticebus_coucang
SRS3597043	Galago_senegalensis
SRS3597044	Microcebus_murinus
SRS3597045	Otolemur_garnettii
SRS3598392	Aotus_nancymaae
SRS3598393	Aotus_nancymaae
SRS3598394	Aotus_nancymaae
SRS3598395	Aotus_nancymaae
SRS3598396	Aotus_nancymaae
SRS3598397	Aotus_nancymaae
SRS3598398	Aotus_nancymaae
SRS3598399	Aotus_nancymaae
SRS3598400	Aotus_nancymaae
SRS3598401	Aotus_nancymaae
SRS3598402	Aotus_nancymaae
SRS3598403	Aotus_nancymaae
SRS3598404	Aotus_nancymaae
SRS3598405	Aotus_nancymaae
SRS3598406	Aotus_nancymaae
SRS3598407	Aotus_nancymaae
SRS3598408	Aotus_nancymaae
SRS3598409	Aotus_nancymaae
SRS3598410	Aotus_nancymaae
SRS3598411	Aotus_nancymaae
SRS3598412	Aotus_nancymaae
SRS3598413	Aotus_nancymaae
SRS3598414	Aotus_nancymaae
SRS3598415	Aotus_nancymaae
SRS3598416	Aotus_nancymaae
SRS3598417	Aotus_nancymaae
SRS3598418	Aotus_nancymaae
SRS3598419	Aotus_nancymaae
SRS3598420	Aotus_nancymaae
SRS3598421	Aotus_nancymaae
SRS360744	Otolemur_garnettii
SRS360745	Otolemur_garnettii
SRS360867	Chlorocebus_aethiops
SRS360868	Chlorocebus_cynosuros
SRS360869	Chlorocebus_aethiops
SRS360870	Chlorocebus_aethiops
SRS360871	Chlorocebus_aethiops
SRS360872	Chlorocebus_cynosuros
SRS360873	Chlorocebus_aethiops
SRS360874	Chlorocebus_cynosuros
SRS360875	Chlorocebus_aethiops
SRS360876	Chlorocebus_aethiops
SRS360877	Chlorocebus_aethiops
SRS360878	Chlorocebus_cynosuros
SRS360879	Chlorocebus_aethiops
SRS360880	Chlorocebus_aethiops
SRS360881	Chlorocebus_aethiops
SRS360882	Chlorocebus_aethiops
SRS360883	Chlorocebus_aethiops
SRS360884	Chlorocebus_aethiops
SRS360885	Chlorocebus_aethiops
SRS360886	Chlorocebus_pygerythrus
SRS360887	Chlorocebus_cynosuros
SRS360888	Chlorocebus_pygerythrus
SRS360889	Chlorocebus_pygerythrus
SRS360890	Chlorocebus_pygerythrus
SRS360891	Chlorocebus_cynosuros
SRS360892	Chlorocebus_cynosuros
SRS360893	Chlorocebus_cynosuros
SRS360894	Chlorocebus_cynosuros
SRS360895	Chlorocebus_pygerythrus
SRS360896	Chlorocebus_pygerythrus
SRS360897	Chlorocebus_pygerythrus
SRS360898	Chlorocebus_cynosuros
SRS360899	Chlorocebus_cynosuros
SRS360900	Chlorocebus_cynosuros
SRS360901	Chlorocebus_cynosuros
SRS360902	Chlorocebus_pygerythrus
SRS360903	Chlorocebus_pygerythrus
SRS360904	Chlorocebus_pygerythrus
SRS360905	Chlorocebus_cynosuros
SRS360906	Chlorocebus_pygerythrus
SRS360907	Chlorocebus_cynosuros
SRS360908	Chlorocebus_pygerythrus
SRS360909	Chlorocebus_pygerythrus
SRS360910	Chlorocebus_pygerythrus
SRS360911	Chlorocebus_pygerythrus
SRS360912	Chlorocebus_pygerythrus
SRS360913	Chlorocebus_pygerythrus
SRS360914	Chlorocebus_pygerythrus
SRS360915	Chlorocebus_pygerythrus
SRS360916	Chlorocebus_pygerythrus
SRS360917	Chlorocebus_pygerythrus
SRS360918	Chlorocebus_pygerythrus
SRS360919	Chlorocebus_pygerythrus
SRS360920	Chlorocebus_pygerythrus
SRS360921	Chlorocebus_pygerythrus
SRS360922	Chlorocebus_pygerythrus
SRS360923	Chlorocebus_pygerythrus
SRS360924	Chlorocebus_pygerythrus
SRS360925	Chlorocebus_pygerythrus
SRS360926	Chlorocebus_pygerythrus
SRS360927	Chlorocebus_tantalus
SRS360928	Chlorocebus_tantalus
SRS360929	Chlorocebus_tantalus
SRS360930	Chlorocebus_tantalus
SRS360931	Chlorocebus_tantalus
SRS360932	Chlorocebus_tantalus
SRS360933	Chlorocebus_tantalus
SRS360934	Chlorocebus_tantalus
SRS360935	Chlorocebus_tantalus
SRS360936	Chlorocebus_sabaeus
SRS360937	Chlorocebus_sabaeus
SRS360938	Chlorocebus_sabaeus
SRS360939	Chlorocebus_sabaeus
SRS360940	Chlorocebus_sabaeus
SRS360941	Chlorocebus_sabaeus
SRS360942	Chlorocebus_sabaeus
SRS360943	Chlorocebus_tantalus
SRS360944	Chlorocebus_sabaeus
SRS360945	Chlorocebus_sabaeus
SRS360946	Chlorocebus_sabaeus
SRS360947	Chlorocebus_sabaeus
SRS360948	Chlorocebus_sabaeus
SRS360949	Chlorocebus_sabaeus
SRS360950	Chlorocebus_sabaeus
SRS360951	Chlorocebus_sabaeus
SRS360952	Chlorocebus_sabaeus
SRS360953	Chlorocebus_sabaeus
SRS360954	Chlorocebus_sabaeus
SRS360955	Chlorocebus_sabaeus
SRS3734708	Trachypithecus_poliocephalus
SRS3734709	Trachypithecus_poliocephalus
SRS3734710	Trachypithecus_poliocephalus
SRS3734711	Trachypithecus_poliocephalus
SRS3734712	Trachypithecus_germaini
SRS3734713	Trachypithecus_poliocephalus
SRS3734714	Trachypithecus_francoisi
SRS3734715	Trachypithecus_francoisi
SRS3734716	Trachypithecus_poliocephalus
SRS3734717	Trachypithecus_francoisi
SRS3734718	Trachypithecus_francoisi
SRS3734719	Trachypithecus_francoisi
SRS3734720	Trachypithecus_poliocephalus
SRS3734721	Trachypithecus_francoisi
SRS3734722	Trachypithecus_poliocephalus
SRS3734723	Trachypithecus_francoisi
SRS3734724	Trachypithecus_francoisi
SRS3734725	Trachypithecus_hatinhensis
SRS3734726	Trachypithecus_phayrei
SRS3766460	Trachypithecus_phayrei
SRS393080	Daubentonia_madagascariensis
SRS393081	Daubentonia_madagascariensis
SRS393082	Daubentonia_madagascariensis
SRS393083	Daubentonia_madagascariensis
SRS393084	Daubentonia_madagascariensis
SRS393085	Daubentonia_madagascariensis
SRS393086	Daubentonia_madagascariensis
SRS393087	Daubentonia_madagascariensis
SRS393088	Daubentonia_madagascariensis
SRS393089	Daubentonia_madagascariensis
SRS393090	Daubentonia_madagascariensis
SRS393091	Daubentonia_madagascariensis
SRS393092	Daubentonia_madagascariensis
SRS394730	Pan_troglodytes
SRS394779	Pan_troglodytes
SRS394796	Gorilla_gorilla
SRS394801	Pan_troglodytes
SRS394804	Pan_troglodytes
SRS394808	Pan_troglodytes
SRS395319	Pan_paniscus
SRS396201	Pan_paniscus
SRS396202	Pan_paniscus
SRS396203	Pan_paniscus
SRS396205	Pan_paniscus
SRS396206	Pan_paniscus
SRS396207	Pan_paniscus
SRS396209	Pan_paniscus
SRS396219	Pan_paniscus
SRS396238	Pan_paniscus
SRS396251	Pan_paniscus
SRS396603	Pan_paniscus
SRS396605	Gorilla_beringei
SRS396606	Gorilla_gorilla
SRS396818	Pan_paniscus
SRS396819	Gorilla_gorilla
SRS396820	Gorilla_gorilla
SRS396821	Gorilla_gorilla
SRS396822	Pan_troglodytes
SRS396823	Pan_troglodytes
SRS396824	Pan_troglodytes
SRS396825	Gorilla_beringei
SRS396826	Gorilla_gorilla
SRS396827	Gorilla_gorilla
SRS396828	Gorilla_gorilla
SRS396829	Gorilla_gorilla
SRS396830	Gorilla_gorilla
SRS396831	Gorilla_gorilla
SRS396832	Pongo_pygmaeus
SRS396833	Pongo_pygmaeus
SRS396834	Pongo_pygmaeus
SRS396835	Pongo_pygmaeus
SRS396836	Pongo_pygmaeus
SRS396837	Pongo_abelii
SRS396838	Pongo_abelii
SRS396839	Pongo_abelii
SRS396840	Pongo_abelii
SRS396841	Pongo_abelii
SRS396842	Pan_troglodytes
SRS396843	Pan_troglodytes
SRS396844	Pan_troglodytes
SRS396845	Pan_troglodytes
SRS396846	Pan_troglodytes
SRS396847	Gorilla_gorilla
SRS396848	Pan_troglodytes
SRS396849	Gorilla_gorilla
SRS396850	Gorilla_gorilla
SRS396851	Gorilla_gorilla
SRS396852	Gorilla_gorilla
SRS396853	Gorilla_gorilla
SRS396854	Gorilla_gorilla
SRS396855	Gorilla_gorilla
SRS396856	Gorilla_gorilla
SRS396857	Gorilla_gorilla
SRS396858	Pan_troglodytes
SRS396859	Pan_troglodytes
SRS396860	Pan_troglodytes
SRS396861	Pan_troglodytes
SRS396862	Pan_troglodytes
SRS396863	Pan_troglodytes
SRS396864	Pan_troglodytes
SRS396865	Pan_troglodytes
SRS396866	Pan_troglodytes
SRS396867	Pan_troglodytes
SRS396868	Gorilla_gorilla
SRS396869	Gorilla_gorilla
SRS396870	Gorilla_gorilla
SRS396871	Gorilla_gorilla
SRS396872	Gorilla_gorilla
SRS396873	Gorilla_gorilla
SRS396874	Gorilla_gorilla
SRS396875	Pan_troglodytes
SRS396876	Gorilla_beringei
SRS4040159	Alouatta_palliata
SRS4040166	Alouatta_palliata
SRS4040206	Alouatta_palliata
SRS4040315	Alouatta_palliata
SRS4092086	Macaca_nemestrina
SRS4092087	Macaca_nemestrina
SRS4092088	Macaca_nemestrina
SRS4092089	Macaca_nemestrina
SRS4092090	Macaca_nemestrina
SRS4092091	Macaca_nemestrina
SRS4092092	Macaca_nemestrina
SRS4092093	Macaca_nemestrina
SRS4092094	Macaca_nemestrina
SRS4092095	Macaca_nemestrina
SRS4092096	Macaca_nemestrina
SRS4092097	Macaca_nemestrina
SRS4115495	Pongo_pygmaeus
SRS4115496	Pongo_abelii
SRS4121326	Xanthonycticebus_pygmaeus
SRS4263986	Microcebus_ravelobensis
SRS4263987	Microcebus_mittermeieri
SRS4263988	Microcebus_griseorufus
SRS4263989	Mirza_zaza
SRS4263990	Microcebus_tavaratra
SRS4286217	Microcebus_jonahi
SRS4345496	Pan_troglodytes
SRS4345497	Pan_troglodytes
SRS4345498	Pan_troglodytes
SRS4345499	Pan_troglodytes
SRS4345500	Pan_troglodytes
SRS4345501	Pan_troglodytes
SRS4345502	Pan_troglodytes
SRS4345503	Pan_troglodytes
SRS4345504	Pan_troglodytes
SRS4345505	Pan_troglodytes
SRS4345506	Pan_troglodytes
SRS4345507	Pan_troglodytes
SRS4345508	Pan_troglodytes
SRS4345509	Pan_troglodytes
SRS4345510	Pan_troglodytes
SRS4345511	Pan_troglodytes
SRS4345512	Pan_troglodytes
SRS4345513	Pan_troglodytes
SRS4345514	Pan_troglodytes
SRS4345515	Pan_troglodytes
SRS4345516	Pan_troglodytes
SRS4345517	Pan_troglodytes
SRS4345518	Pan_troglodytes
SRS4345519	Pan_troglodytes
SRS4345520	Pan_troglodytes
SRS4345521	Pan_troglodytes
SRS4345522	Pan_troglodytes
SRS4345523	Pan_troglodytes
SRS4345524	Pan_troglodytes
SRS4345525	Pan_troglodytes
SRS4345526	Pan_troglodytes
SRS4345527	Pan_troglodytes
SRS4345528	Pan_troglodytes
SRS4345529	Pan_troglodytes
SRS4345530	Pan_troglodytes
SRS4345531	Pan_troglodytes
SRS4345532	Pan_troglodytes
SRS4345533	Pan_troglodytes
SRS4471136	Rhinopithecus_roxellana
SRS4489390	Pan_paniscus
SRS455970	Papio_anubis
SRS473180	Gorilla_gorilla
SRS473181	Gorilla_gorilla
SRS473183	Pongo_pygmaeus
SRS473184	Pongo_pygmaeus
SRS496869	Hylobates_moloch
SRS496874	Nomascus_leucogenys
SRS496877	Symphalangus_syndactylus
SRS498543	Macaca_thibetana
SRS509406	Rhinopithecus_roxellana
SRS509599	Rhinopithecus_brelichi
SRS509600	Rhinopithecus_bieti
SRS509601	Rhinopithecus_strykeri
SRS5112449	Gorilla_gorilla
SRS5112450	Gorilla_gorilla
SRS5112451	Gorilla_gorilla
SRS5112452	Gorilla_gorilla
SRS5279297	Alouatta_palliata
SRS5312445	Trachypithecus_ebenus
SRS5312446	Trachypithecus_laotum
SRS5312447	Trachypithecus_auratus
SRS5312448	Trachypithecus_obscurus
SRS5361173	Pan_troglodytes
SRS5361174	Pan_troglodytes
SRS5361175	Gorilla_gorilla
SRS5361176	Gorilla_gorilla
SRS5366970	Pongo_pygmaeus
SRS5366971	Pongo_pygmaeus
SRS5396911	Microcebus_murinus
SRS5396912	Microcebus_murinus
SRS5396913	Microcebus_murinus
SRS5396914	Microcebus_murinus
SRS5396915	Microcebus_murinus
SRS5396916	Microcebus_murinus
SRS5396917	Microcebus_murinus
SRS5396918	Microcebus_murinus
SRS5396919	Microcebus_murinus
SRS5469876	Hylobates_moloch
SRS5606342	Pongo_abelii
SRS565658	Macaca_mulatta
SRS602594	Callithrix_jacchus
SRS602854	Callithrix_jacchus
SRS603590	Callithrix_jacchus
SRS603862	Callithrix_jacchus
SRS603863	Callithrix_jacchus
SRS603901	Callithrix_jacchus
SRS603924	Callithrix_jacchus
SRS603947	Callithrix_jacchus
SRS604114	Callithrix_jacchus
SRS6111929	Pan_paniscus
SRS614318	Rhinopithecus_bieti
SRS614729	Rhinopithecus_bieti
SRS6156013	Cebuella_pygmaea
SRS6156030	Eulemur_mongoz
SRS616167	Rhinopithecus_bieti
SRS616168	Rhinopithecus_bieti
SRS616173	Rhinopithecus_bieti
SRS616174	Rhinopithecus_bieti
SRS616175	Rhinopithecus_bieti
SRS616177	Rhinopithecus_bieti
SRS616178	Rhinopithecus_bieti
SRS616179	Rhinopithecus_bieti
SRS616180	Rhinopithecus_bieti
SRS616181	Rhinopithecus_bieti
SRS616182	Rhinopithecus_bieti
SRS616184	Rhinopithecus_bieti
SRS616185	Rhinopithecus_bieti
SRS634434	Nomascus_leucogenys
SRS634437	Symphalangus_syndactylus
SRS634438	Hylobates_moloch
SRS634440	Hylobates_moloch
SRS634441	Hylobates_pileatus
SRS6373978	Cercopithecus_mona
SRS6373979	Cercopithecus_mona
SRS6373980	Cercopithecus_mona
SRS6373981	Cercopithecus_mona
SRS6373982	Cercopithecus_mona
SRS6373983	Cercopithecus_mona
SRS6373984	Cercopithecus_mona
SRS6373985	Cercopithecus_mona
SRS6373986	Cercopithecus_mona
SRS6373987	Cercopithecus_mitis
SRS6373988	Cercopithecus_mona
SRS6373989	Cercopithecus_mona
SRS6373990	Cercopithecus_mona
SRS6373991	Cercopithecus_mona
SRS6373992	Cercopithecus_mona
SRS6380527	Plecturocebus_donacophilus
SRS6380534	Cebus_albifrons
SRS6380601	Cercopithecus_neglectus
SRS6382159	Erythrocebus_patas
SRS6382498	Indri_indri
SRS6383564	Nasalis_larvatus
SRS6383713	Nycticebus_coucang
SRS6386391	Semnopithecus_entellus
SRS6488501	Macaca_arctoides
SRS6491954	Macaca_assamensis
SRS656361	Papio_cynocephalus
SRS657381	Papio_ursinus
SRS659200	Papio_cynocephalus
SRS659271	Papio_ursinus
SRS660184	Papio_papio
SRS660354	Papio_anubis
SRS661352	Papio_anubis
SRS6658630	Microcebus_arnholdi
SRS6658631	Microcebus_arnholdi
SRS666310	Cercocebus_atys
SRS666311	Cercocebus_atys
SRS666312	Cercocebus_atys
SRS666313	Cercocebus_atys
SRS666314	Cercocebus_atys
SRS666315	Cercocebus_atys
SRS666316	Cercocebus_atys
SRS666317	Cercocebus_atys
SRS666318	Cercocebus_atys
SRS666319	Cercocebus_atys
SRS6749371	Pan_troglodytes
SRS6749372	Pan_troglodytes
SRS6749373	Pan_troglodytes
SRS6749374	Pan_troglodytes
SRS6749375	Pan_troglodytes
SRS6749376	Pan_troglodytes
SRS6749377	Pan_troglodytes
SRS6749378	Pan_troglodytes
SRS6749379	Pan_troglodytes
SRS6749380	Pan_troglodytes
SRS6749381	Pan_troglodytes
SRS6749382	Pan_troglodytes
SRS6749383	Pan_troglodytes
SRS6749384	Pan_troglodytes
SRS6749385	Pan_troglodytes
SRS6749386	Pan_troglodytes
SRS6749387	Pan_troglodytes
SRS6749388	Pan_troglodytes
SRS6749389	Pan_troglodytes
SRS6749390	Pan_troglodytes
SRS6749391	Pan_troglodytes
SRS6749392	Pan_troglodytes
SRS6749393	Pan_troglodytes
SRS6749394	Pan_troglodytes
SRS6749395	Pan_troglodytes
SRS6749396	Pan_troglodytes
SRS6749397	Pan_troglodytes
SRS6749398	Pan_troglodytes
SRS6749399	Pan_troglodytes
SRS6749400	Pan_troglodytes
SRS6749401	Pan_troglodytes
SRS6749402	Pan_troglodytes
SRS6749403	Pan_troglodytes
SRS6749404	Pan_troglodytes
SRS6749405	Pan_troglodytes
SRS6749406	Pan_troglodytes
SRS6749407	Pan_troglodytes
SRS6749408	Pan_troglodytes
SRS6749409	Pan_troglodytes
SRS675179	Microcebus_murinus
SRS675180	Microcebus_murinus
SRS675181	Microcebus_murinus
SRS675182	Microcebus_murinus
SRS675183	Microcebus_murinus
SRS675184	Microcebus_murinus
SRS675185	Microcebus_murinus
SRS675186	Microcebus_murinus
SRS675187	Microcebus_murinus
SRS675188	Microcebus_murinus
SRS6754236	Macaca_cyclopis
SRS6767925	Macaca_silenus
SRS6767926	Macaca_sylvanus
SRS6767927	Macaca_cyclopis
SRS6767928	Macaca_fuscata
SRS6813275	Macaca_arctoides
SRS6813276	Macaca_arctoides
SRS6813277	Macaca_thibetana
SAMN10030725	Trachypithecus_melamera
SAMN09935392	Trachypithecus_leucocephalus
SAMN09935380	Trachypithecus_hatinhensis
SAMN09935379	Trachypithecus_germaini
SAMN07678091	Indri_indri
SAMN07678100	Nycticebus_coucang
SAMN07503430	Macaca_nigra
SAMN07503429	Macaca_tonkeana
SAMN07503410	Macaca_nemestrina
SAMN04316321	Macaca_assamensis
SAMN04316319	Macaca_arctoides
SAMN03275524	Callithrix_jacchus
SAMN03275523	Callithrix_geoffroyi
SAMN03275522	Callithrix_kuhlii
SAMN03121842	Macaca_nemestrina
SAMN02922340	Macaca_nemestrina
SAMN02922336	Macaca_nemestrina
SAMN02922335	Macaca_nemestrina
SAMN03121813	Mandrillus_leucophaeus
SAMN03121814	Colobus_angolensis
SAMN02786331	Rhinopithecus_bieti_palliatus
SAMN02390221	Macaca_thibetana
SAMEA80831668	Nomascus_leucogenys
SAMD00215312	Macaca_cyclopis
SAMD00215311	Macaca_fuscata
SAMN01920473	Gorilla_beringei_graueri
SAMN01920474	Gorilla_beringei_graueri
SAMN01920475	Gorilla_beringei_graueri
SAMN01920476	Gorilla_gorilla
SAMN01920477	Gorilla_gorilla
SAMN01920478	Gorilla_gorilla
SAMN01920479	Gorilla_gorilla
SAMN01920480	Gorilla_gorilla
SAMN01920481	Gorilla_gorilla
SAMN01920482	Gorilla_gorilla
SAMN01920483	Gorilla_gorilla
SAMN01920484	Gorilla_gorilla
SAMN01920485	Gorilla_gorilla
SAMN01920486	Gorilla_gorilla
SAMN01920487	Gorilla_gorilla
SAMN01920488	Gorilla_gorilla
SAMN01920489	Gorilla_gorilla
SAMN01920490	Gorilla_gorilla
SAMN01920491	Gorilla_gorilla
SAMN01920492	Gorilla_gorilla
SAMN01920493	Gorilla_gorilla
SAMN01920494	Gorilla_gorilla
SAMN01920495	Gorilla_gorilla
SAMN01920496	Gorilla_gorilla
SAMN01920497	Gorilla_gorilla
SAMN01920498	Gorilla_gorilla
SAMN01920499	Gorilla_gorilla
SAMN01920500	Gorilla_gorilla
SAMN01920501	Gorilla_gorilla
SAMN01920502	Gorilla_gorilla
SAMN01920503	Gorilla_gorilla
SAMN01920504	Pan_paniscus
SAMN01920505	Pan_paniscus
SAMN01920506	Pan_paniscus
SAMN01920507	Pan_paniscus
SAMN01920508	Pan_paniscus
SAMN01920509	Pan_paniscus
SAMN01920510	Pan_paniscus
SAMN01920511	Pan_paniscus
SAMN01920512	Pan_paniscus
SAMN01920513	Pan_paniscus
SAMN01920514	Pan_paniscus
SAMN01920515	Pan_paniscus
SAMN01920516	Pan_paniscus
SAMN01920517	Pan_troglodytes
SAMN01920518	Pan_troglodytes
SAMN01920519	Pan_troglodytes
